,county,state,Cluster
2337,Whitley County,Indiana,1
2338,White County,Indiana,1
2339,Washington County,Indiana,1
2340,Warrick County,Indiana,1
2341,Vanderburgh County,Indiana,1
2342,Tippecanoe County,Indiana,1
2343,Switzerland County,Indiana,1
2344,Spencer County,Indiana,1
2345,Gwinnett County,Georgia,1
2346,Fulton County,Georgia,1
2347,Caddo County,Oklahoma,1
2348,Craighead County,Arkansas,1
2349,Colusa County,California,1
2350,Butte County,California,1
2351,Alameda County,California,1
2352,White County,Arkansas,1
2353,Washington County,Arkansas,1
2354,Saline County,Arkansas,1
2355,St. Francis County,Arkansas,1
2356,Randolph County,Arkansas,1
2357,Pulaski County,Arkansas,1
2358,Pope County,Arkansas,1
2359,Poinsett County,Arkansas,1
2360,Phillips County,Arkansas,1
2361,Mississippi County,Arkansas,1
2362,Miller County,Arkansas,1
2363,Madison County,Arkansas,1
2364,Lonoke County,Arkansas,1
2365,Lincoln County,Arkansas,1
2366,Jefferson County,Arkansas,1
2367,Howard County,Arkansas,1
2368,Hot Spring County,Arkansas,1
2369,Hempstead County,Arkansas,1
2370,Greene County,Arkansas,1
2371,Grant County,Arkansas,1
2372,Faulkner County,Arkansas,1
2373,Drew County,Arkansas,1
2374,Desha County,Arkansas,1
2375,Cross County,Arkansas,1
2376,Contra Costa County,California,1
2377,Del Norte County,California,1
2378,Fresno County,California,1
2379,Riverside County,California,1
2380,Solano County,California,1
2381,Santa Cruz County,California,1
2382,Santa Clara County,California,1
2383,Santa Barbara County,California,1
2384,San Mateo County,California,1
2385,San Luis Obispo County,California,1
2386,San Joaquin County,California,1
2387,San Francisco County,California,1
2388,San Diego County,California,1
2389,San Bernardino County,California,1
2390,San Benito County,California,1
2391,Sacramento County,California,1
2392,Placer County,California,1
2393,Glenn County,California,1
2394,Orange County,California,1
2395,Napa County,California,1
2396,Monterey County,California,1
2397,Mono County,California,1
2398,Merced County,California,1
2399,Madera County,California,1
2400,Los Angeles County,California,1
2401,Lassen County,California,1
2402,Kings County,California,1
2403,Kern County,California,1
2404,Imperial County,California,1
2405,Humboldt County,California,1
2406,Crittenden County,Arkansas,1
2407,Conway County,Arkansas,1
2408,Stanislaus County,California,1
2409,Clark County,Arkansas,1
2410,Perry County,Alabama,1
2411,Morgan County,Alabama,1
2412,Montgomery County,Alabama,1
2413,Mobile County,Alabama,1
2414,Marshall County,Alabama,1
2415,Marengo County,Alabama,1
2416,Madison County,Alabama,1
2417,Macon County,Alabama,1
2418,Limestone County,Alabama,1
2419,Lee County,Alabama,1
2420,Jefferson County,Alabama,1
2421,Houston County,Alabama,1
2422,Hale County,Alabama,1
2423,Franklin County,Alabama,1
2424,Etowah County,Alabama,1
2425,Elmore County,Alabama,1
2426,DeKalb County,Alabama,1
2427,Dallas County,Alabama,1
2428,Dale County,Alabama,1
2429,Crenshaw County,Alabama,1
2430,Coffee County,Alabama,1
2431,Clarke County,Alabama,1
2432,Chilton County,Alabama,1
2433,Bullock County,Alabama,1
2434,Blount County,Alabama,1
2435,Bibb County,Alabama,1
2436,Barbour County,Alabama,1
2437,Pickens County,Alabama,1
2438,Pike County,Alabama,1
2439,Russell County,Alabama,1
2440,Coconino County,Arizona,1
2441,Bradley County,Arkansas,1
2442,Benton County,Arkansas,1
2443,Ashley County,Arkansas,1
2444,Arkansas County,Arkansas,1
2445,Yuma County,Arizona,1
2446,Santa Cruz County,Arizona,1
2447,Pinal County,Arizona,1
2448,Pima County,Arizona,1
2449,Navajo County,Arizona,1
2450,Maricopa County,Arizona,1
2451,Greenlee County,Arizona,1
2452,Graham County,Arizona,1
2453,Apache County,Arizona,1
2454,St. Clair County,Alabama,1
2455,Yukon-Koyukuk Census Area County,Alaska,1
2456,Skagway Municipality County,Alaska,1
2457,Nome Census Area County,Alaska,1
2458,Kodiak Island Borough County,Alaska,1
2459,Dillingham Census Area County,Alaska,1
2460,Bethel Census Area County,Alaska,1
2461,Wilcox County,Alabama,1
2462,Washington County,Alabama,1
2463,Walker County,Alabama,1
2464,Tuscaloosa County,Alabama,1
2465,Sumter County,Alabama,1
2466,Shelby County,Alabama,1
2467,Sonoma County,California,1
2468,Sutter County,California,1
2469,Forsyth County,Georgia,1
2470,Escambia County,Florida,1
2471,Brantley County,Georgia,1
2472,Bleckley County,Georgia,1
2473,Bibb County,Georgia,1
2474,Berrien County,Georgia,1
2475,Barrow County,Georgia,1
2476,Baldwin County,Georgia,1
2477,Bacon County,Georgia,1
2478,Atkinson County,Georgia,1
2479,Appling County,Georgia,1
2480,Wakulla County,Florida,1
2481,Union County,Florida,1
2482,Seminole County,Florida,1
2483,Santa Rosa County,Florida,1
2484,St. Johns County,Florida,1
2485,Polk County,Florida,1
2486,Osceola County,Florida,1
2487,Orange County,Florida,1
2488,Okeechobee County,Florida,1
2489,Okaloosa County,Florida,1
2490,Miami-Dade County,Florida,1
2491,Liberty County,Florida,1
2492,Leon County,Florida,1
2493,Lafayette County,Florida,1
2494,Hillsborough County,Florida,1
2495,Hendry County,Florida,1
2496,Hamilton County,Florida,1
2497,Gilchrist County,Florida,1
2498,Bryan County,Georgia,1
2499,Bulloch County,Georgia,1
2500,Burke County,Georgia,1
2501,Coweta County,Georgia,1
2502,Fayette County,Georgia,1
2503,Evans County,Georgia,1
2504,Emanuel County,Georgia,1
2505,Effingham County,Georgia,1
2506,Echols County,Georgia,1
2507,Early County,Georgia,1
2508,Douglas County,Georgia,1
2509,Dougherty County,Georgia,1
2510,DeKalb County,Georgia,1
2511,Decatur County,Georgia,1
2512,Dawson County,Georgia,1
2513,Crawford County,Georgia,1
2514,Cook County,Georgia,1
2515,Calhoun County,Georgia,1
2516,Columbia County,Georgia,1
2517,Coffee County,Georgia,1
2518,Cobb County,Georgia,1
2519,Clinch County,Georgia,1
2520,Clayton County,Georgia,1
2521,Clarke County,Georgia,1
2522,Cherokee County,Georgia,1
2523,Chattahoochee County,Georgia,1
2524,Chatham County,Georgia,1
2525,Charlton County,Georgia,1
2526,Carroll County,Georgia,1
2527,Candler County,Georgia,1
2528,Gadsden County,Florida,1
2529,Duval County,Florida,1
2530,Tehama County,California,1
2531,Columbia County,Florida,1
2532,La Plata County,Colorado,1
2533,Lake County,Colorado,1
2534,Kit Carson County,Colorado,1
2535,Jefferson County,Colorado,1
2536,Gunnison County,Colorado,1
2537,Grand County,Colorado,1
2538,Gilpin County,Colorado,1
2539,Garfield County,Colorado,1
2540,El Paso County,Colorado,1
2541,Elbert County,Colorado,1
2542,Eagle County,Colorado,1
2543,Douglas County,Colorado,1
2544,Denver County,Colorado,1
2545,Crowley County,Colorado,1
2546,Conejos County,Colorado,1
2547,Clear Creek County,Colorado,1
2548,Cheyenne County,Colorado,1
2549,Broomfield County,Colorado,1
2550,Boulder County,Colorado,1
2551,Bent County,Colorado,1
2552,Arapahoe County,Colorado,1
2553,Alamosa County,Colorado,1
2554,Adams County,Colorado,1
2555,Yuba County,California,1
2556,Yolo County,California,1
2557,Ventura County,California,1
2558,Tulare County,California,1
2559,Larimer County,Colorado,1
2560,Lincoln County,Colorado,1
2561,Logan County,Colorado,1
2562,Middlesex County,Connecticut,1
2563,Clay County,Florida,1
2564,Calhoun County,Florida,1
2565,Broward County,Florida,1
2566,Bay County,Florida,1
2567,Baker County,Florida,1
2568,Alachua County,Florida,1
2569,New Castle County,Delaware,1
2570,Kent County,Delaware,1
2571,Windham County,Connecticut,1
2572,Tolland County,Connecticut,1
2573,New London County,Connecticut,1
2574,New Haven County,Connecticut,1
2575,Hartford County,Connecticut,1
2576,Mesa County,Colorado,1
2577,Fairfield County,Connecticut,1
2578,Yuma County,Colorado,1
2579,Weld County,Colorado,1
2580,Summit County,Colorado,1
2581,San Miguel County,Colorado,1
2582,Routt County,Colorado,1
2583,Pueblo County,Colorado,1
2584,Prowers County,Colorado,1
2585,Pitkin County,Colorado,1
2586,Otero County,Colorado,1
2587,Morgan County,Colorado,1
2588,Moffat County,Colorado,1
2589,Hart County,Kentucky,1
2590,Henderson County,Kentucky,1
2591,Henry County,Kentucky,1
2592,Essex County,New Jersey,1
2593,Valencia County,New Mexico,1
2594,Socorro County,New Mexico,1
2595,San Juan County,New Mexico,1
2596,Sandoval County,New Mexico,1
2597,Roosevelt County,New Mexico,1
2598,Rio Arriba County,New Mexico,1
2599,Otero County,New Mexico,1
2600,McKinley County,New Mexico,1
2601,Los Alamos County,New Mexico,1
2602,Lea County,New Mexico,1
2603,Guadalupe County,New Mexico,1
2604,Curry County,New Mexico,1
2605,Cibola County,New Mexico,1
2606,Chaves County,New Mexico,1
2607,Bernalillo County,New Mexico,1
2608,Warren County,New Jersey,1
2609,Union County,New Jersey,1
2610,Sussex County,New Jersey,1
2611,Somerset County,New Jersey,1
2612,Salem County,New Jersey,1
2613,Passaic County,New Jersey,1
2614,Morris County,New Jersey,1
2615,Monmouth County,New Jersey,1
2616,Middlesex County,New Jersey,1
2617,Mercer County,New Jersey,1
2618,Hunterdon County,New Jersey,1
2619,Hudson County,New Jersey,1
2620,Albany County,New York,1
2621,Allegany County,New York,1
2622,Broome County,New York,1
2623,Madison County,New York,1
2624,Rockland County,New York,1
2625,Rensselaer County,New York,1
2626,Putnam County,New York,1
2627,Oswego County,New York,1
2628,Orleans County,New York,1
2629,Orange County,New York,1
2630,Ontario County,New York,1
2631,Onondaga County,New York,1
2632,Oneida County,New York,1
2633,Niagara County,New York,1
2634,Nassau County,New York,1
2635,Monroe County,New York,1
2636,Livingston County,New York,1
2637,Cattaraugus County,New York,1
2638,Lewis County,New York,1
2639,Jefferson County,New York,1
2640,Herkimer County,New York,1
2641,Genesee County,New York,1
2642,Franklin County,New York,1
2643,Erie County,New York,1
2644,Dutchess County,New York,1
2645,Cortland County,New York,1
2646,Clinton County,New York,1
2647,Chemung County,New York,1
2648,Chautauqua County,New York,1
2649,Cayuga County,New York,1
2650,Gloucester County,New Jersey,1
2651,Cumberland County,New Jersey,1
2652,Saratoga County,New York,1
2653,Camden County,New Jersey,1
2654,Colfax County,Nebraska,1
2655,Cass County,Nebraska,1
2656,Buffalo County,Nebraska,1
2657,Adams County,Nebraska,1
2658,Missoula County,Montana,1
2659,Glacier County,Montana,1
2660,Scotland County,Missouri,1
2661,Schuyler County,Missouri,1
2662,Saline County,Missouri,1
2663,St. Louis County,Missouri,1
2664,St. Francois County,Missouri,1
2665,Ste. Genevieve County,Missouri,1
2666,St. Charles County,Missouri,1
2667,Ray County,Missouri,1
2668,Platte County,Missouri,1
2669,Pike County,Missouri,1
2670,Perry County,Missouri,1
2671,Pemiscot County,Missouri,1
2672,Osage County,Missouri,1
2673,Nodaway County,Missouri,1
2674,Moniteau County,Missouri,1
2675,Madison County,Missouri,1
2676,Lincoln County,Missouri,1
2677,Lafayette County,Missouri,1
2678,Jefferson County,Missouri,1
2679,Jackson County,Missouri,1
2680,Howard County,Missouri,1
2681,Dawson County,Nebraska,1
2682,Douglas County,Nebraska,1
2683,Hall County,Nebraska,1
2684,Lander County,Nevada,1
2685,Burlington County,New Jersey,1
2686,Bergen County,New Jersey,1
2687,Atlantic County,New Jersey,1
2688,Strafford County,New Hampshire,1
2689,Rockingham County,New Hampshire,1
2690,Merrimack County,New Hampshire,1
2691,Hillsborough County,New Hampshire,1
2692,Cheshire County,New Hampshire,1
2693,Carson City County,Nevada,1
2694,White Pine County,Nevada,1
2695,Washoe County,Nevada,1
2696,Pershing County,Nevada,1
2697,Humboldt County,Nevada,1
2698,Hamilton County,Nebraska,1
2699,Eureka County,Nevada,1
2700,Elko County,Nevada,1
2701,Clark County,Nevada,1
2702,Churchill County,Nevada,1
2703,Washington County,Nebraska,1
2704,Seward County,Nebraska,1
2705,Sarpy County,Nebraska,1
2706,Saline County,Nebraska,1
2707,Platte County,Nebraska,1
2708,Lancaster County,Nebraska,1
2709,Kearney County,Nebraska,1
2710,Johnson County,Nebraska,1
2711,St. Lawrence County,New York,1
2712,Schenectady County,New York,1
2713,Hopkins County,Kentucky,1
2714,Tyrrell County,North Carolina,1
2715,Henry County,Ohio,1
2716,Hancock County,Ohio,1
2717,Hamilton County,Ohio,1
2718,Greene County,Ohio,1
2719,Gallia County,Ohio,1
2720,Fulton County,Ohio,1
2721,Franklin County,Ohio,1
2722,Fairfield County,Ohio,1
2723,Delaware County,Ohio,1
2724,Defiance County,Ohio,1
2725,Cuyahoga County,Ohio,1
2726,Coshocton County,Ohio,1
2727,Clermont County,Ohio,1
2728,Clark County,Ohio,1
2729,Champaign County,Ohio,1
2730,Butler County,Ohio,1
2731,Athens County,Ohio,1
2732,Ashland County,Ohio,1
2733,Allen County,Ohio,1
2734,Adams County,Ohio,1
2735,Grand Forks County,North Dakota,1
2736,Cass County,North Dakota,1
2737,Wilson County,North Carolina,1
2738,Wayne County,North Carolina,1
2739,Watauga County,North Carolina,1
2740,Wake County,North Carolina,1
2741,Vance County,North Carolina,1
2742,Holmes County,Ohio,1
2743,Lawrence County,Ohio,1
2744,Licking County,Ohio,1
2745,Richland County,Ohio,1
2746,Bryan County,Oklahoma,1
2747,Blaine County,Oklahoma,1
2748,Beckham County,Oklahoma,1
2749,Adair County,Oklahoma,1
2750,Wood County,Ohio,1
2751,Williams County,Ohio,1
2752,Wayne County,Ohio,1
2753,Warren County,Ohio,1
2754,Vinton County,Ohio,1
2755,Van Wert County,Ohio,1
2756,Summit County,Ohio,1
2757,Stark County,Ohio,1
2758,Putnam County,Ohio,1
2759,Lorain County,Ohio,1
2760,Preble County,Ohio,1
2761,Portage County,Ohio,1
2762,Pickaway County,Ohio,1
2763,Paulding County,Ohio,1
2764,Morrow County,Ohio,1
2765,Montgomery County,Ohio,1
2766,Miami County,Ohio,1
2767,Mercer County,Ohio,1
2768,Medina County,Ohio,1
2769,Marion County,Ohio,1
2770,Madison County,Ohio,1
2771,Lucas County,Ohio,1
2772,Union County,North Carolina,1
2773,Swain County,North Carolina,1
2774,Seneca County,New York,1
2775,Surry County,North Carolina,1
2776,Forsyth County,North Carolina,1
2777,Edgecombe County,North Carolina,1
2778,Durham County,North Carolina,1
2779,Duplin County,North Carolina,1
2780,Davidson County,North Carolina,1
2781,Cumberland County,North Carolina,1
2782,Craven County,North Carolina,1
2783,Cleveland County,North Carolina,1
2784,Catawba County,North Carolina,1
2785,Camden County,North Carolina,1
2786,Caldwell County,North Carolina,1
2787,Cabarrus County,North Carolina,1
2788,Buncombe County,North Carolina,1
2789,Anson County,North Carolina,1
2790,Alexander County,North Carolina,1
2791,Alamance County,North Carolina,1
2792,Yates County,New York,1
2793,Wyoming County,New York,1
2794,Westchester County,New York,1
2795,Wayne County,New York,1
2796,Washington County,New York,1
2797,Ulster County,New York,1
2798,Tompkins County,New York,1
2799,Tioga County,New York,1
2800,Sullivan County,New York,1
2801,Suffolk County,New York,1
2802,Steuben County,New York,1
2803,Franklin County,North Carolina,1
2804,Gaston County,North Carolina,1
2805,Gates County,North Carolina,1
2806,New Hanover County,North Carolina,1
2807,Stanly County,North Carolina,1
2808,Sampson County,North Carolina,1
2809,Rowan County,North Carolina,1
2810,Robeson County,North Carolina,1
2811,Richmond County,North Carolina,1
2812,Randolph County,North Carolina,1
2813,Pitt County,North Carolina,1
2814,Person County,North Carolina,1
2815,Pender County,North Carolina,1
2816,Pasquotank County,North Carolina,1
2817,Orange County,North Carolina,1
2818,Onslow County,North Carolina,1
2819,Nash County,North Carolina,1
2820,Granville County,North Carolina,1
2821,Montgomery County,North Carolina,1
2822,Mecklenburg County,North Carolina,1
2823,Lincoln County,North Carolina,1
2824,Lee County,North Carolina,1
2825,Johnston County,North Carolina,1
2826,Iredell County,North Carolina,1
2827,Hoke County,North Carolina,1
2828,Hertford County,North Carolina,1
2829,Harnett County,North Carolina,1
2830,Halifax County,North Carolina,1
2831,Guilford County,North Carolina,1
2832,Greene County,North Carolina,1
2833,Greene County,Missouri,1
2834,Dunklin County,Missouri,1
2835,Cooper County,Missouri,1
2836,St. Bernard County,Louisiana,1
2837,Frederick County,Maryland,1
2838,Charles County,Maryland,1
2839,Cecil County,Maryland,1
2840,Carroll County,Maryland,1
2841,Caroline County,Maryland,1
2842,Calvert County,Maryland,1
2843,Baltimore County,Maryland,1
2844,Anne Arundel County,Maryland,1
2845,Allegany County,Maryland,1
2846,Penobscot County,Maine,1
2847,Kennebec County,Maine,1
2848,Cumberland County,Maine,1
2849,Androscoggin County,Maine,1
2850,Winn County,Louisiana,1
2851,West Feliciana County,Louisiana,1
2852,West Carroll County,Louisiana,1
2853,West Baton Rouge County,Louisiana,1
2854,Vernon County,Louisiana,1
2855,Vermilion County,Louisiana,1
2856,Terrebonne County,Louisiana,1
2857,Tangipahoa County,Louisiana,1
2858,St. Tammany County,Louisiana,1
2859,St. Mary County,Louisiana,1
2860,St. Martin County,Louisiana,1
2861,St. Landry County,Louisiana,1
2862,St. John the Baptist County,Louisiana,1
2863,St. James County,Louisiana,1
2864,Harford County,Maryland,1
2865,Howard County,Maryland,1
2866,Montgomery County,Maryland,1
2867,Suffolk County,Massachusetts,1
2868,Grand Traverse County,Michigan,1
2869,Genesee County,Michigan,1
2870,Eaton County,Michigan,1
2871,Clinton County,Michigan,1
2872,Chippewa County,Michigan,1
2873,Calhoun County,Michigan,1
2874,Branch County,Michigan,1
2875,Berrien County,Michigan,1
2876,Bay County,Michigan,1
2877,Barry County,Michigan,1
2878,Allegan County,Michigan,1
2879,Worcester County,Massachusetts,1
2880,Plymouth County,Massachusetts,1
2881,Prince George's County,Maryland,1
2882,Norfolk County,Massachusetts,1
2883,Nantucket County,Massachusetts,1
2884,Middlesex County,Massachusetts,1
2885,Hampshire County,Massachusetts,1
2886,Hampden County,Massachusetts,1
2887,Essex County,Massachusetts,1
2888,Bristol County,Massachusetts,1
2889,Wicomico County,Maryland,1
2890,Washington County,Maryland,1
2891,Somerset County,Maryland,1
2892,St. Mary's County,Maryland,1
2893,Queen Anne's County,Maryland,1
2894,St. Charles County,Louisiana,1
2895,Richland County,Louisiana,1
2896,Cole County,Missouri,1
2897,Red River County,Louisiana,1
2898,Taylor County,Kentucky,1
2899,Spencer County,Kentucky,1
2900,Shelby County,Kentucky,1
2901,Scott County,Kentucky,1
2902,Pendleton County,Kentucky,1
2903,Owen County,Kentucky,1
2904,Oldham County,Kentucky,1
2905,Ohio County,Kentucky,1
2906,Nicholas County,Kentucky,1
2907,Nelson County,Kentucky,1
2908,Muhlenberg County,Kentucky,1
2909,Montgomery County,Kentucky,1
2910,Monroe County,Kentucky,1
2911,Metcalfe County,Kentucky,1
2912,Mercer County,Kentucky,1
2913,Meade County,Kentucky,1
2914,Mason County,Kentucky,1
2915,Marion County,Kentucky,1
2916,Madison County,Kentucky,1
2917,McCreary County,Kentucky,1
2918,Logan County,Kentucky,1
2919,Lewis County,Kentucky,1
2920,Leslie County,Kentucky,1
2921,Larue County,Kentucky,1
2922,Kenton County,Kentucky,1
2923,Jessamine County,Kentucky,1
2924,Jefferson County,Kentucky,1
2925,Todd County,Kentucky,1
2926,Warren County,Kentucky,1
2927,Washington County,Kentucky,1
2928,Grant County,Louisiana,1
2929,Plaquemines County,Louisiana,1
2930,Ouachita County,Louisiana,1
2931,Orleans County,Louisiana,1
2932,Natchitoches County,Louisiana,1
2933,Morehouse County,Louisiana,1
2934,Madison County,Louisiana,1
2935,Livingston County,Louisiana,1
2936,Lincoln County,Louisiana,1
2937,Lafourche County,Louisiana,1
2938,Lafayette County,Louisiana,1
2939,Jefferson County,Louisiana,1
2940,Iberville County,Louisiana,1
2941,East Feliciana County,Louisiana,1
2942,Webster County,Kentucky,1
2943,East Carroll County,Louisiana,1
2944,East Baton Rouge County,Louisiana,1
2945,De Soto County,Louisiana,1
2946,Cameron County,Louisiana,1
2947,Caldwell County,Louisiana,1
2948,Calcasieu County,Louisiana,1
2949,Caddo County,Louisiana,1
2950,Bossier County,Louisiana,1
2951,Beauregard County,Louisiana,1
2952,Assumption County,Louisiana,1
2953,Ascension County,Louisiana,1
2954,Woodford County,Kentucky,1
2955,Gratiot County,Michigan,1
2956,Houghton County,Michigan,1
2957,Ingham County,Michigan,1
2958,Ionia County,Michigan,1
2959,Madison County,Mississippi,1
2960,Lowndes County,Mississippi,1
2961,Lincoln County,Mississippi,1
2962,Lee County,Mississippi,1
2963,Leake County,Mississippi,1
2964,Lauderdale County,Mississippi,1
2965,Lamar County,Mississippi,1
2966,Lafayette County,Mississippi,1
2967,Kemper County,Mississippi,1
2968,Jones County,Mississippi,1
2969,Jefferson County,Mississippi,1
2970,Jackson County,Mississippi,1
2971,Issaquena County,Mississippi,1
2972,Holmes County,Mississippi,1
2973,Hinds County,Mississippi,1
2974,Harrison County,Mississippi,1
2975,Grenada County,Mississippi,1
2976,Greene County,Mississippi,1
2977,George County,Mississippi,1
2978,Forrest County,Mississippi,1
2979,DeSoto County,Mississippi,1
2980,Copiah County,Mississippi,1
2981,Coahoma County,Mississippi,1
2982,Clay County,Mississippi,1
2983,Claiborne County,Mississippi,1
2984,Chickasaw County,Mississippi,1
2985,Calhoun County,Mississippi,1
2986,Marshall County,Mississippi,1
2987,Neshoba County,Mississippi,1
2988,Newton County,Mississippi,1
2989,Union County,Mississippi,1
2990,Clinton County,Missouri,1
2991,Clay County,Missouri,1
2992,Cass County,Missouri,1
2993,Cape Girardeau County,Missouri,1
2994,Boone County,Missouri,1
2995,Adair County,Missouri,1
2996,Yazoo County,Mississippi,1
2997,Yalobusha County,Mississippi,1
2998,Winston County,Mississippi,1
2999,Webster County,Mississippi,1
3000,Wayne County,Mississippi,1
3001,Warren County,Mississippi,1
3002,Tippah County,Mississippi,1
3003,Noxubee County,Mississippi,1
3004,Tate County,Mississippi,1
3005,Tallahatchie County,Mississippi,1
3006,Simpson County,Mississippi,1
3007,Sharkey County,Mississippi,1
3008,Scott County,Mississippi,1
3009,Rankin County,Mississippi,1
3010,Quitman County,Mississippi,1
3011,Pontotoc County,Mississippi,1
3012,Perry County,Mississippi,1
3013,Pearl River County,Mississippi,1
3014,Panola County,Mississippi,1
3015,Oktibbeha County,Mississippi,1
3016,Benton County,Mississippi,1
3017,Attala County,Mississippi,1
3018,Alcorn County,Mississippi,1
3019,Monroe County,Michigan,1
3020,Anoka County,Minnesota,1
3021,Wexford County,Michigan,1
3022,Wayne County,Michigan,1
3023,Washtenaw County,Michigan,1
3024,Van Buren County,Michigan,1
3025,St. Joseph County,Michigan,1
3026,St. Clair County,Michigan,1
3027,Saginaw County,Michigan,1
3028,Ottawa County,Michigan,1
3029,Oakland County,Michigan,1
3030,Muskegon County,Michigan,1
3031,Montcalm County,Michigan,1
3032,Missaukee County,Michigan,1
3033,Benton County,Minnesota,1
3034,Midland County,Michigan,1
3035,Mecosta County,Michigan,1
3036,Marquette County,Michigan,1
3037,Macomb County,Michigan,1
3038,Luce County,Michigan,1
3039,Livingston County,Michigan,1
3040,Lenawee County,Michigan,1
3041,Lapeer County,Michigan,1
3042,Kent County,Michigan,1
3043,Kalkaska County,Michigan,1
3044,Kalamazoo County,Michigan,1
3045,Isabella County,Michigan,1
3046,Beltrami County,Minnesota,1
3047,Blue Earth County,Minnesota,1
3048,Wright County,Minnesota,1
3049,Olmsted County,Minnesota,1
3050,Winona County,Minnesota,1
3051,Washington County,Minnesota,1
3052,Waseca County,Minnesota,1
3053,Steele County,Minnesota,1
3054,Stearns County,Minnesota,1
3055,Sibley County,Minnesota,1
3056,Sherburne County,Minnesota,1
3057,Scott County,Minnesota,1
3058,Roseau County,Minnesota,1
3059,Rice County,Minnesota,1
3060,Ramsey County,Minnesota,1
3061,Pennington County,Minnesota,1
3062,Nicollet County,Minnesota,1
3063,Carlton County,Minnesota,1
3064,Mower County,Minnesota,1
3065,Mahnomen County,Minnesota,1
3066,McLeod County,Minnesota,1
3067,Le Sueur County,Minnesota,1
3068,Isanti County,Minnesota,1
3069,Hennepin County,Minnesota,1
3070,Goodhue County,Minnesota,1
3071,Dodge County,Minnesota,1
3072,Dakota County,Minnesota,1
3073,Clay County,Minnesota,1
3074,Chisago County,Minnesota,1
3075,Carver County,Minnesota,1
3076,Quitman County,Georgia,1
